"","abs_temp","economics2","energy1","bio12_vari"
"2230",131,33886,181405,457.186431741273
"2231",131,38930,194659,457.186431741273
"2232",131,40444,202183,457.186431741273
"2233",131,43049,209993,457.186431741273
"2234",131,44443,216203,457.186431741273
"2235",131,39122,231251,457.186431741273
"2236",131,37622,251791,457.186431741273
"2237",131,NA,NA,457.186431741273
"2238",0,40960,176535,117264.643082861
"2239",0,48602,167140,117264.643082861
"2240",0,45519,159523,117264.643082861
"2241",0,37421,147423,117264.643082861
"2242",0,38796,139257,117264.643082861
"2243",0,41518,128857,117264.643082861
"2244",0,41650,116055,117264.643082861
"2245",0,42423,108842,117264.643082861
"2246",0,46494,107576,117264.643082861
"2247",0,44124,117655,117264.643082861
"2248",0,40249,118659,117264.643082861
"2249",0,NA,NA,117264.643082861
"2250",0,NA,NA,117264.643082861
"2251",0,NA,NA,117264.643082861
"2252",0,NA,NA,117264.643082861
"2253",109,46048,1481792,195377.567156159
"2254",109,47657,1495053,195377.567156159
"2255",109,47997,1533332,195377.567156159
"2256",109,46588,1523156,195377.567156159
"2257",109,47925,1559291,195377.567156159
"2258",109,49277,1786209,195377.567156159
"2259",109,50907,8726597,195377.567156159
"2260",109,52392,1873722,195377.567156159
"2261",109,54852,1996298,195377.567156159
"2262",109,56640,2006473,195377.567156159
"2263",109,57808,1902933,195377.567156159
"2264",109,NA,NA,195377.567156159
"2265",109,NA,NA,195377.567156159
"2266",109,NA,NA,195377.567156159
"2267",109,NA,NA,195377.567156159
"2268",65,5879,309,6855.76958518975
"2269",65,7013,694,6855.76958518975
"2270",65,9068,388,6855.76958518975
"2271",65,9065,455,6855.76958518975
"2272",65,11531,733,6855.76958518975
"2273",65,13961,2006,6855.76958518975
"2274",65,14727,1959,6855.76958518975
"2275",65,16351,2245,6855.76958518975
"2276",65,16738,2699,6855.76958518975
"2277",65,15525,3009,6855.76958518975
"2278",65,15221,3009,6855.76958518975
"2279",65,NA,NA,6855.76958518975
"2280",65,NA,NA,6855.76958518975
"2281",65,NA,NA,6855.76958518975
"2282",65,NA,NA,6855.76958518975
"2283",78,660,64073,17898.0517019367
"2284",78,838,65577,17898.0517019367
"2285",78,1097,68040,17898.0517019367
"2286",78,1236,66545,17898.0517019367
"2287",78,1423,60443,17898.0517019367
"2288",78,1618,57323,17898.0517019367
"2289",78,1977,54146,17898.0517019367
"2290",78,2081,55866,17898.0517019367
"2291",78,2176,55985,17898.0517019367
"2292",78,1801,56893,17898.0517019367
"2293",78,NA,NA,17898.0517019367
"2294",78,NA,NA,17898.0517019367
"2295",78,NA,NA,17898.0517019367
"2296",78,2155,50970,17898.0517019367
"2297",78,NA,NA,17898.0517019367
"2298",192,2393,0,428026.41606002
"2299",192,2697,1,428026.41606002
"2300",192,2643,1,428026.41606002
"2301",192,2966,1,428026.41606002
"2302",192,2039,0,428026.41606002
"2303",192,NA,NA,428026.41606002
"2304",192,3155,24,428026.41606002
"2305",192,3165,24,428026.41606002
"2306",192,3148,24,428026.41606002
"2307",192,3276,24,428026.41606002
"2308",192,3097,24,428026.41606002
"2309",192,NA,NA,428026.41606002
"2310",192,NA,NA,428026.41606002
"2311",192,2899,24,428026.41606002
"2312",192,NA,NA,428026.41606002
"2313",203,6748,190961,682622.651866734
"2314",203,8330,177323,682622.651866734
"2315",203,11223,198197,682622.651866734
"2316",203,11525,191524,682622.651866734
"2317",203,13559,186138,682622.651866734
"2318",203,10728,195471,682622.651866734
"2319",203,12729,191387,682622.651866734
"2320",203,12213,184293,682622.651866734
"2321",203,11819,178179,682622.651866734
"2322",203,11054,175241,682622.651866734
"2323",203,9230,161245,682622.651866734
"2324",203,NA,NA,682622.651866734
"2325",203,NA,NA,682622.651866734
"2326",203,NA,NA,682622.651866734
"2327",203,NA,NA,682622.651866734
"2328",140,1716,68214,135500.076592621
"2329",140,1868,68955,135500.076592621
"2330",140,2012,71057,135500.076592621
"2331",140,2065,72681,135500.076592621
"2332",140,2171,68788,135500.076592621
"2333",140,NA,NA,135500.076592621
"2334",140,NA,NA,135500.076592621
"2335",140,NA,NA,135500.076592621
"2336",140,NA,NA,135500.076592621
"2337",140,820,54791,135500.076592621
"2338",140,1043,52481,135500.076592621
"2339",140,1102,57523,135500.076592621
"2340",140,1302,57425,135500.076592621
"2341",140,1507,67020,135500.076592621
"2342",140,774,53036,135500.076592621
"2343",115,NA,NA,6727.70094218011
"2344",115,NA,NA,6727.70094218011
"2345",115,1273,16194,6727.70094218011
"2346",115,999,4108,6727.70094218011
"2347",115,920,1552,6727.70094218011
"2348",115,NA,NA,6727.70094218011
"2349",115,NA,NA,6727.70094218011
"2350",76,908,884,36100.9141401782
"2351",76,953,851,36100.9141401782
"2352",76,1175,832,36100.9141401782
"2353",76,998,893,36100.9141401782
"2354",76,1225,970,36100.9141401782
"2355",76,1408,7930,36100.9141401782
"2356",76,1463,8216,36100.9141401782
"2357",76,1540,8646,36100.9141401782
"2358",76,1738,8933,36100.9141401782
"2359",76,1319,9196,36100.9141401782
"2360",76,1270,9960,36100.9141401782
"2361",76,NA,NA,36100.9141401782
"2362",76,NA,NA,36100.9141401782
"2363",76,NA,NA,36100.9141401782
"2364",76,NA,NA,36100.9141401782
"2365",63,480,2591,26096.1814990471
"2366",63,473,2595,26096.1814990471
"2367",63,430,2047,26096.1814990471
"2368",63,633,2160,26096.1814990471
"2369",63,721,2337,26096.1814990471
"2370",63,820,8885,26096.1814990471
"2371",63,903,9339,26096.1814990471
"2372",63,953,10079,26096.1814990471
"2373",63,1027,11512,26096.1814990471
"2374",63,1019,10724,26096.1814990471
"2375",63,998,9076,26096.1814990471
"2376",63,NA,NA,26096.1814990471
"2377",63,NA,NA,26096.1814990471
"2378",63,NA,NA,26096.1814990471
"2379",63,NA,NA,26096.1814990471
